中文名,英文名,序号,海克斯名称
血港鬼影,Pyke,25,利刃华尔兹
血港鬼影,Pyke,26,扇巴掌
血港鬼影,Pyke,27,珠光护手
血港鬼影,Pyke,28,作弊：我能回城！
血港鬼影,Pyke,29,急急小子
血港鬼影,Pyke,30,大力
血港鬼影,Pyke,31,家园卫士
血港鬼影,Pyke,32,练腿日
血港鬼影,Pyke,33,歌利亚巨人
血港鬼影,Pyke,34,吸血习性
血港鬼影,Pyke,35,魔法转物理
血港鬼影,Pyke,36,终极唤醒
血港鬼影,Pyke,37,你摸不到
血港鬼影,Pyke,38,质变：黄金阶
血港鬼影,Pyke,39,关键暴击
血港鬼影,Pyke,40,质变：混沌
血港鬼影,Pyke,41,古式佳酿
血港鬼影,Pyke,42,魔鬼之舞
血港鬼影,Pyke,43,终极不可阻挡
血港鬼影,Pyke,44,逃跑计划
血港鬼影,Pyke,45,面包和果酱
血港鬼影,Pyke,46,渴血
血港鬼影,Pyke,47,雪球扭蛋机
血港鬼影,Pyke,48,自我毁灭
血港鬼影,Pyke,49,尊我为王
血港鬼影,Pyke,50,一板一眼
血港鬼影,Pyke,51,闪光弹
血港鬼影,Pyke,52,量子计算
血港鬼影,Pyke,53,升级：雪球
血港鬼影,Pyke,54,灵魂虹吸
血港鬼影,Pyke,55,有始有终
血港鬼影,Pyke,56,坚韧
血港鬼影,Pyke,57,唯快不破
血港鬼影,Pyke,58,终极刷新
血港鬼影,Pyke,59,神圣干预
血港鬼影,Pyke,60,史上最大雪球
血港鬼影,Pyke,61,俯冲轰炸
血港鬼影,Pyke,62,秘术冲拳
血港鬼影,Pyke,63,升级：无尽之刃
血港鬼影,Pyke,64,全能龙魂
血港鬼影,Pyke,65,科学狂人
血港鬼影,Pyke,66,黎明使者的坚决
血港鬼影,Pyke,67,防护面纱
血港鬼影,Pyke,68,任务：海牛阿福的勇士
血港鬼影,Pyke,69,地狱三头犬
血港鬼影,Pyke,70,升级：弯刀
血港鬼影,Pyke,71,易损
血港鬼影,Pyke,72,尖端发明家
血港鬼影,Pyke,73,不动如山
血港鬼影,Pyke,74,更万用的瞄准镜
血港鬼影,Pyke,75,感受燃烧
血港鬼影,Pyke,76,霸符兄弟
血港鬼影,Pyke,77,星界躯体
血港鬼影,Pyke,78,战争交响乐
血港鬼影,Pyke,79,任务：钢化你心
血港鬼影,Pyke,80,海洋龙魂
血港鬼影,Pyke,81,巨像的勇气
血港鬼影,Pyke,82,炽烈黎明
血港鬼影,Pyke,83,恶趣味
血港鬼影,Pyke,84,精怪魔法
血港鬼影,Pyke,85,虚幻武器
血港鬼影,Pyke,86,溢流
血港鬼影,Pyke,87,缩小射线
血港鬼影,Pyke,88,魔法飞弹
血港鬼影,Pyke,89,折磨者
血港鬼影,Pyke,90,会心防御
血港鬼影,Pyke,91,轨道镭射
血港鬼影,Pyke,92,回力OK镖
血港鬼影,Pyke,93,会心治疗
血港鬼影,Pyke,94,最万用的瞄准镜
血港鬼影,Pyke,95,冰霜 幽灵
血港鬼影,Pyke,96,踢踏舞
血港鬼影,Pyke,97,退敌力场
血港鬼影,Pyke,98,闪闪现现
血港鬼影,Pyke,99,灵巧
血港鬼影,Pyke,100,炼狱导管
血港鬼影,Pyke,101,火上浇油
血港鬼影,Pyke,102,山脉龙魂
血港鬼影,Pyke,103,闪电打击
血港鬼影,Pyke,104,夺金
血港鬼影,Pyke,105,砍伤
血港鬼影,Pyke,106,坚若磐石
血港鬼影,Pyke,107,冰寒
血港鬼影,Pyke,108,连拨击锤
血港鬼影,Pyke,109,慢炖
血港鬼影,Pyke,110,双刀流
血港鬼影,Pyke,111,重量级打击手
血港鬼影,Pyke,112,侵蚀
血港鬼影,Pyke,113,万用瞄准镜
血港鬼影,Pyke,114,吵闹鬼
血港鬼影,Pyke,115,精准奇才
血港鬼影,Pyke,116,由心及物
血港鬼影,Pyke,117,接二连三
血港鬼影,Pyke,118,台风
血港鬼影,Pyke,119,基石法师
血港鬼影,Pyke,120,暴击律动
血港鬼影,Pyke,121,回归基本功
血港鬼影,Pyke,122,点亮他们！
血港鬼影,Pyke,123,升级：献祭
血港鬼影,Pyke,124,巫师式思考
元素女皇,Qiyana,1,裁决使
元素女皇,Qiyana,2,夜狩
元素女皇,Qiyana,3,升级：狂妄
元素女皇,Qiyana,4,杀戮时间到了
元素女皇,Qiyana,5,穿针引线
元素女皇,Qiyana,6,暗影疾奔
元素女皇,Qiyana,7,全凭身法
元素女皇,Qiyana,8,珠光护手
元素女皇,Qiyana,9,吸血习性
元素女皇,Qiyana,10,残暴之力
元素女皇,Qiyana,11,小丑学院
元素女皇,Qiyana,12,炼狱龙魂
元素女皇,Qiyana,13,质变：棱彩阶
元素女皇,Qiyana,14,快中求稳
元素女皇,Qiyana,15,狂徒豪气
元素女皇,Qiyana,16,巨人杀手
元素女皇,Qiyana,17,心灵净化
元素女皇,Qiyana,18,面包和果酱
元素女皇,Qiyana,19,升级：收集者
元素女皇,Qiyana,20,循环往复
元素女皇,Qiyana,21,刃下生风
元素女皇,Qiyana,22,大地苏醒
元素女皇,Qiyana,23,渴血
元素女皇,Qiyana,24,大力
元素女皇,Qiyana,25,最终形态
元素女皇,Qiyana,26,魔法转物理
元素女皇,Qiyana,27,罪恶快感
元素女皇,Qiyana,28,终极刷新
元素女皇,Qiyana,29,古式佳酿
元素女皇,Qiyana,30,利刃华尔兹
元素女皇,Qiyana,31,关键暴击
元素女皇,Qiyana,32,面包和黄油
元素女皇,Qiyana,33,质变：黄金阶
元素女皇,Qiyana,34,有始有终
元素女皇,Qiyana,35,终极唤醒
元素女皇,Qiyana,36,溢流
元素女皇,Qiyana,37,灵魂虹吸
元素女皇,Qiyana,38,作弊：我能回城！
元素女皇,Qiyana,39,歌利亚巨人
元素女皇,Qiyana,40,闪光弹
元素女皇,Qiyana,41,质变：混沌
元素女皇,Qiyana,42,一板一眼
元素女皇,Qiyana,43,逃跑计划
元素女皇,Qiyana,44,急急小子
元素女皇,Qiyana,45,面包和奶酪
元素女皇,Qiyana,46,玻璃大炮
元素女皇,Qiyana,47,练腿日
元素女皇,Qiyana,48,魔鬼之舞
元素女皇,Qiyana,49,家园卫士
元素女皇,Qiyana,50,升级：无尽之刃
元素女皇,Qiyana,51,扇巴掌
元素女皇,Qiyana,52,易损
元素女皇,Qiyana,53,俯冲轰炸
元素女皇,Qiyana,54,雪球扭蛋机
元素女皇,Qiyana,55,秘术冲拳
元素女皇,Qiyana,56,全能龙魂
元素女皇,Qiyana,57,虚幻武器
元素女皇,Qiyana,58,量子计算
元素女皇,Qiyana,59,终极不可阻挡
元素女皇,Qiyana,60,升级：雪球
元素女皇,Qiyana,61,魔法飞弹
元素女皇,Qiyana,62,你摸不到
元素女皇,Qiyana,63,无休回复
元素女皇,Qiyana,64,防护面纱
元素女皇,Qiyana,65,战争交响乐
元素女皇,Qiyana,66,任务：海牛阿福的勇士
元素女皇,Qiyana,67,霸符兄弟
元素女皇,Qiyana,68,史上最大雪球
元素女皇,Qiyana,69,精怪魔法
元素女皇,Qiyana,70,科学狂人
元素女皇,Qiyana,71,自我毁灭
元素女皇,Qiyana,72,会心防御
元素女皇,Qiyana,73,尊我为王
元素女皇,Qiyana,74,神圣干预
元素女皇,Qiyana,75,更万用的瞄准镜
元素女皇,Qiyana,76,升级：弯刀
元素女皇,Qiyana,77,海洋龙魂
元素女皇,Qiyana,78,唯快不破
元素女皇,Qiyana,79,侵蚀
元素女皇,Qiyana,80,炼狱导管
元素女皇,Qiyana,81,坦克引擎
元素女皇,Qiyana,82,黎明使者的坚决
元素女皇,Qiyana,83,感受燃烧
元素女皇,Qiyana,84,尖端发明家
元素女皇,Qiyana,85,夺金
元素女皇,Qiyana,86,火上浇油
元素女皇,Qiyana,87,坚韧
元素女皇,Qiyana,88,最万用的瞄准镜
元素女皇,Qiyana,89,缩小射线
元素女皇,Qiyana,90,炽烈黎明
元素女皇,Qiyana,91,地狱三头犬
元素女皇,Qiyana,92,轨道镭射
元素女皇,Qiyana,93,回力OK镖
元素女皇,Qiyana,94,任务：钢化你心
元素女皇,Qiyana,95,闪闪现现
元素女皇,Qiyana,96,重量级打击手
元素女皇,Qiyana,97,砍伤
元素女皇,Qiyana,98,由心及物
元素女皇,Qiyana,99,山脉龙魂
元素女皇,Qiyana,100,灵巧
元素女皇,Qiyana,101,连拨击锤
元素女皇,Qiyana,102,巨像的勇气
元素女皇,Qiyana,103,踢踏舞
元素女皇,Qiyana,104,闪电打击
元素女皇,Qiyana,105,退敌力场
元素女皇,Qiyana,106,万用瞄准镜
元素女皇,Qiyana,107,双刀流
元素女皇,Qiyana,108,慢炖
元素女皇,Qiyana,109,回归基本功
元素女皇,Qiyana,110,会心治疗
元素女皇,Qiyana,111,暴击律动
元素女皇,Qiyana,112,折磨者
元素女皇,Qiyana,113,恶趣味
元素女皇,Qiyana,114,冰霜 幽灵
元素女皇,Qiyana,115,不动如山
元素女皇,Qiyana,116,接二连三
元素女皇,Qiyana,117,台风
元素女皇,Qiyana,118,星界躯体
元素女皇,Qiyana,119,吵闹鬼
元素女皇,Qiyana,120,基石法师
元素女皇,Qiyana,121,坚若磐石
元素女皇,Qiyana,122,点亮他们！
元素女皇,Qiyana,123,冰寒
元素女皇,Qiyana,124,巫师式思考
德玛西亚之翼,Quinn,1,更万用的瞄准镜
德玛西亚之翼,Quinn,2,暴击律动
德玛西亚之翼,Quinn,3,灵巧
德玛西亚之翼,Quinn,4,闪电打击
德玛西亚之翼,Quinn,5,双刀流
德玛西亚之翼,Quinn,6,吸血习性
德玛西亚之翼,Quinn,7,罪恶快感
德玛西亚之翼,Quinn,8,接二连三
德玛西亚之翼,Quinn,9,最万用的瞄准镜
德玛西亚之翼,Quinn,10,台风
德玛西亚之翼,Quinn,11,万用瞄准镜
德玛西亚之翼,Quinn,12,穿针引线
德玛西亚之翼,Quinn,13,巨人杀手
德玛西亚之翼,Quinn,14,踢踏舞
德玛西亚之翼,Quinn,15,火上浇油
德玛西亚之翼,Quinn,16,渴血
德玛西亚之翼,Quinn,17,升级：收集者
德玛西亚之翼,Quinn,18,灵魂虹吸
德玛西亚之翼,Quinn,19,连拨击锤
德玛西亚之翼,Quinn,20,质变：棱彩阶
德玛西亚之翼,Quinn,21,缩小射线
德玛西亚之翼,Quinn,22,升级：无尽之刃
德玛西亚之翼,Quinn,23,关键暴击
德玛西亚之翼,Quinn,24,战争交响乐
德玛西亚之翼,Quinn,25,地狱三头犬
德玛西亚之翼,Quinn,26,点亮他们！
德玛西亚之翼,Quinn,27,大力
德玛西亚之翼,Quinn,28,活力再生
德玛西亚之翼,Quinn,29,一板一眼
德玛西亚之翼,Quinn,30,秘术冲拳
德玛西亚之翼,Quinn,31,裁决使
德玛西亚之翼,Quinn,32,亮出你的剑
德玛西亚之翼,Quinn,33,魔法转物理
德玛西亚之翼,Quinn,34,面包和奶酪
德玛西亚之翼,Quinn,35,心灵净化
德玛西亚之翼,Quinn,36,家园卫士
德玛西亚之翼,Quinn,37,面包和黄油
德玛西亚之翼,Quinn,38,残暴之力
德玛西亚之翼,Quinn,39,练腿日
德玛西亚之翼,Quinn,40,作弊：我能回城！
德玛西亚之翼,Quinn,41,质变：混沌
德玛西亚之翼,Quinn,42,无休回复
德玛西亚之翼,Quinn,43,易损
德玛西亚之翼,Quinn,44,质变：黄金阶
德玛西亚之翼,Quinn,45,夜狩
德玛西亚之翼,Quinn,46,炼狱龙魂
德玛西亚之翼,Quinn,47,循环往复
德玛西亚之翼,Quinn,48,唯快不破
德玛西亚之翼,Quinn,49,升级：狂妄
德玛西亚之翼,Quinn,50,会心防御
德玛西亚之翼,Quinn,51,珠光护手
德玛西亚之翼,Quinn,52,逃跑计划
德玛西亚之翼,Quinn,53,精怪魔法
德玛西亚之翼,Quinn,54,全能龙魂
德玛西亚之翼,Quinn,55,虚幻武器
德玛西亚之翼,Quinn,56,杀戮时间到了
德玛西亚之翼,Quinn,57,霸符兄弟
德玛西亚之翼,Quinn,58,有始有终
德玛西亚之翼,Quinn,59,任务：海牛阿福的勇士
德玛西亚之翼,Quinn,60,暗影疾奔
德玛西亚之翼,Quinn,61,玻璃大炮
德玛西亚之翼,Quinn,62,全凭身法
德玛西亚之翼,Quinn,63,回归基本功
德玛西亚之翼,Quinn,64,尊我为王
德玛西亚之翼,Quinn,65,会心治疗
德玛西亚之翼,Quinn,66,魔法飞弹
德玛西亚之翼,Quinn,67,小丑学院
德玛西亚之翼,Quinn,68,刃下生风
德玛西亚之翼,Quinn,69,老练狙神
德玛西亚之翼,Quinn,70,急急小子
德玛西亚之翼,Quinn,71,防护面纱
德玛西亚之翼,Quinn,72,侵蚀
德玛西亚之翼,Quinn,73,歌利亚巨人
德玛西亚之翼,Quinn,74,快中求稳
德玛西亚之翼,Quinn,75,神圣干预
德玛西亚之翼,Quinn,76,科学狂人
德玛西亚之翼,Quinn,77,量子计算
德玛西亚之翼,Quinn,78,回力OK镖
德玛西亚之翼,Quinn,79,重量级打击手
德玛西亚之翼,Quinn,80,炼狱导管
德玛西亚之翼,Quinn,81,你摸不到
德玛西亚之翼,Quinn,82,海洋龙魂
德玛西亚之翼,Quinn,83,利刃华尔兹
德玛西亚之翼,Quinn,84,夺金
德玛西亚之翼,Quinn,85,坦克引擎
德玛西亚之翼,Quinn,86,黎明使者的坚决
德玛西亚之翼,Quinn,87,精准奇才
德玛西亚之翼,Quinn,88,坚韧
德玛西亚之翼,Quinn,89,退敌力场
德玛西亚之翼,Quinn,90,炽烈黎明
德玛西亚之翼,Quinn,91,大地苏醒
德玛西亚之翼,Quinn,92,感受燃烧
德玛西亚之翼,Quinn,93,狂徒豪气
德玛西亚之翼,Quinn,94,俯冲轰炸
德玛西亚之翼,Quinn,95,尖端发明家
德玛西亚之翼,Quinn,96,终极不可阻挡
德玛西亚之翼,Quinn,97,史上最大雪球
德玛西亚之翼,Quinn,98,终极唤醒
德玛西亚之翼,Quinn,99,慢炖
德玛西亚之翼,Quinn,100,吵闹鬼
德玛西亚之翼,Quinn,101,任务：钢化你心
德玛西亚之翼,Quinn,102,轨道镭射
德玛西亚之翼,Quinn,103,雪球扭蛋机
德玛西亚之翼,Quinn,104,巨像的勇气
德玛西亚之翼,Quinn,105,面包和果酱
德玛西亚之翼,Quinn,106,山脉龙魂
德玛西亚之翼,Quinn,107,古式佳酿
德玛西亚之翼,Quinn,108,升级：雪球
德玛西亚之翼,Quinn,109,不动如山
德玛西亚之翼,Quinn,110,星界躯体
德玛西亚之翼,Quinn,111,冰霜 幽灵
德玛西亚之翼,Quinn,112,扇巴掌
德玛西亚之翼,Quinn,113,基石法师
德玛西亚之翼,Quinn,114,闪闪现现
德玛西亚之翼,Quinn,115,冰寒
德玛西亚之翼,Quinn,116,折磨者
德玛西亚之翼,Quinn,117,闪光弹
德玛西亚之翼,Quinn,118,自我毁灭
德玛西亚之翼,Quinn,119,溢流
德玛西亚之翼,Quinn,120,恶趣味
德玛西亚之翼,Quinn,121,升级：弯刀
德玛西亚之翼,Quinn,122,由心及物
德玛西亚之翼,Quinn,123,坚若磐石
德玛西亚之翼,Quinn,124,巫师式思考
幻翎,Rakan,1,坦克引擎
幻翎,Rakan,2,星界躯体
幻翎,Rakan,3,狂徒豪气
幻翎,Rakan,4,任务：钢化你心
幻翎,Rakan,5,坚韧
幻翎,Rakan,6,不动如山
幻翎,Rakan,7,全心为你
幻翎,Rakan,8,快中求稳
幻翎,Rakan,9,圣火
幻翎,Rakan,10,面包和果酱
幻翎,Rakan,11,全凭身法
幻翎,Rakan,12,暗影疾奔
幻翎,Rakan,13,质变：棱彩阶
幻翎,Rakan,14,恶趣味
幻翎,Rakan,15,古式佳酿
幻翎,Rakan,16,循环往复
幻翎,Rakan,17,歌利亚巨人
幻翎,Rakan,18,急救用具
幻翎,Rakan,19,天音爆
幻翎,Rakan,20,会心治疗
幻翎,Rakan,21,坚若磐石
幻翎,Rakan,22,巨像的勇气
幻翎,Rakan,23,无休回复
幻翎,Rakan,24,杀戮时间到了
幻翎,Rakan,25,大地苏醒
幻翎,Rakan,26,慢炖
幻翎,Rakan,27,蛋白粉奶昔
幻翎,Rakan,28,冰霜 幽灵
幻翎,Rakan,29,残忍
幻翎,Rakan,30,面包和奶酪
幻翎,Rakan,31,神圣干预
幻翎,Rakan,32,黎明使者的坚决
幻翎,Rakan,33,心灵净化
幻翎,Rakan,34,由心及物
幻翎,Rakan,35,裁决使
幻翎,Rakan,36,重量级打击手
幻翎,Rakan,37,作弊：我能回城！
幻翎,Rakan,38,折磨者
幻翎,Rakan,39,至高天诺言
幻翎,Rakan,40,终极不可阻挡
幻翎,Rakan,41,尖端发明家
幻翎,Rakan,42,升级：米凯尔的祝福
幻翎,Rakan,43,最终形态
幻翎,Rakan,44,扇巴掌
幻翎,Rakan,45,练腿日
幻翎,Rakan,46,自我毁灭
幻翎,Rakan,47,山脉龙魂
幻翎,Rakan,48,感受燃烧
幻翎,Rakan,49,质变：黄金阶
幻翎,Rakan,50,风语者的祝福
幻翎,Rakan,51,逃跑计划
幻翎,Rakan,52,雪球扭蛋机
幻翎,Rakan,53,溢流
幻翎,Rakan,54,升级：雪球
幻翎,Rakan,55,急急小子
幻翎,Rakan,56,魔法飞弹
幻翎,Rakan,57,终极刷新
幻翎,Rakan,58,死亡之环
幻翎,Rakan,59,海洋龙魂
幻翎,Rakan,60,小猫咪找妈妈
幻翎,Rakan,61,终极唤醒
幻翎,Rakan,62,精怪魔法
幻翎,Rakan,63,升级：献祭
幻翎,Rakan,64,俯冲轰炸
幻翎,Rakan,65,基石法师
幻翎,Rakan,66,强力护盾
幻翎,Rakan,67,你摸不到
幻翎,Rakan,68,炽烈黎明
幻翎,Rakan,69,质变：混沌
幻翎,Rakan,70,激光治疗
幻翎,Rakan,71,侵蚀
幻翎,Rakan,72,家园卫士
幻翎,Rakan,73,巫师式思考
幻翎,Rakan,74,夜狩
幻翎,Rakan,75,小丑学院
幻翎,Rakan,76,尤里卡
幻翎,Rakan,77,炼狱导管
幻翎,Rakan,78,面包和黄油
幻翎,Rakan,79,量子计算
幻翎,Rakan,80,罪恶快感
幻翎,Rakan,81,缩小射线
幻翎,Rakan,82,巨人杀手
幻翎,Rakan,83,史上最大雪球
幻翎,Rakan,84,闪光弹
幻翎,Rakan,85,超强大脑
幻翎,Rakan,86,魔鬼之舞
幻翎,Rakan,87,穿针引线
幻翎,Rakan,88,神射法师
幻翎,Rakan,89,防护面纱
幻翎,Rakan,90,全能龙魂
幻翎,Rakan,91,科学狂人
幻翎,Rakan,92,帽上加帽
幻翎,Rakan,93,霸符兄弟
幻翎,Rakan,94,有始有终
幻翎,Rakan,95,珠光护手
幻翎,Rakan,96,虚幻武器
幻翎,Rakan,97,物理转魔法
幻翎,Rakan,98,冰寒
幻翎,Rakan,99,砍伤
幻翎,Rakan,100,利刃华尔兹
幻翎,Rakan,101,任务：沃格勒特的巫师帽
幻翎,Rakan,102,会心防御
幻翎,Rakan,103,吸血习性
幻翎,Rakan,104,更万用的瞄准镜
幻翎,Rakan,105,轨道镭射
幻翎,Rakan,106,回力OK镖
幻翎,Rakan,107,退敌力场
幻翎,Rakan,108,不祥契约
幻翎,Rakan,109,炼狱龙魂
幻翎,Rakan,110,尊我为王
幻翎,Rakan,111,易损
幻翎,Rakan,112,关键暴击
幻翎,Rakan,113,火上浇油
幻翎,Rakan,114,任务：海牛阿福的勇士
幻翎,Rakan,115,渴血
幻翎,Rakan,116,闪闪现现
幻翎,Rakan,117,刃下生风
幻翎,Rakan,118,升级：中娅
幻翎,Rakan,119,唯快不破
幻翎,Rakan,120,吵闹鬼
幻翎,Rakan,121,秘术冲拳
幻翎,Rakan,122,灵魂虹吸
幻翎,Rakan,123,夺金
幻翎,Rakan,124,最万用的瞄准镜
幻翎,Rakan,125,踢踏舞
幻翎,Rakan,126,玻璃大炮
幻翎,Rakan,127,万用瞄准镜
幻翎,Rakan,128,回归基本功
幻翎,Rakan,129,连拨击锤
幻翎,Rakan,130,双刀流
幻翎,Rakan,131,灵巧
幻翎,Rakan,132,战争交响乐
幻翎,Rakan,133,接二连三
幻翎,Rakan,134,地狱三头犬
幻翎,Rakan,135,台风
幻翎,Rakan,136,点亮他们！
披甲龙龟,Rammus,1,坦克引擎
披甲龙龟,Rammus,2,任务：钢化你心
披甲龙龟,Rammus,3,星界躯体
披甲龙龟,Rammus,4,坚韧
披甲龙龟,Rammus,5,歌利亚巨人
披甲龙龟,Rammus,6,慢炖
披甲龙龟,Rammus,7,不动如山
披甲龙龟,Rammus,8,砍伤
披甲龙龟,Rammus,9,重量级打击手
披甲龙龟,Rammus,10,坚若磐石
披甲龙龟,Rammus,11,巨像的勇气
披甲龙龟,Rammus,12,恶趣味
披甲龙龟,Rammus,13,质变：棱彩阶
披甲龙龟,Rammus,14,冰霜 幽灵
披甲龙龟,Rammus,15,升级：献祭
披甲龙龟,Rammus,16,山脉龙魂
披甲龙龟,Rammus,17,自我毁灭
披甲龙龟,Rammus,18,无休回复
披甲龙龟,Rammus,19,黎明使者的坚决
披甲龙龟,Rammus,20,面包和果酱
披甲龙龟,Rammus,21,侵蚀
披甲龙龟,Rammus,22,残忍
披甲龙龟,Rammus,23,折磨者
披甲龙龟,Rammus,24,作弊：我能回城！
披甲龙龟,Rammus,25,古式佳酿
披甲龙龟,Rammus,26,质变：黄金阶
披甲龙龟,Rammus,27,练腿日
披甲龙龟,Rammus,28,扇巴掌
披甲龙龟,Rammus,29,会心治疗
披甲龙龟,Rammus,30,最终形态
披甲龙龟,Rammus,31,面包和奶酪
披甲龙龟,Rammus,32,尖端发明家
披甲龙龟,Rammus,33,俯冲轰炸
披甲龙龟,Rammus,34,海洋龙魂
披甲龙龟,Rammus,35,家园卫士
披甲龙龟,Rammus,36,逃跑计划
披甲龙龟,Rammus,37,循环往复
披甲龙龟,Rammus,38,神圣干预
披甲龙龟,Rammus,39,质变：混沌
披甲龙龟,Rammus,40,虚幻武器
披甲龙龟,Rammus,41,会心防御
披甲龙龟,Rammus,42,缩小射线
披甲龙龟,Rammus,43,雪球扭蛋机
披甲龙龟,Rammus,44,易损
披甲龙龟,Rammus,45,面包和黄油
披甲龙龟,Rammus,46,升级：雪球
披甲龙龟,Rammus,47,量子计算
披甲龙龟,Rammus,48,旋转至胜
披甲龙龟,Rammus,49,魔鬼之舞
披甲龙龟,Rammus,50,帽上加帽
披甲龙龟,Rammus,51,科学狂人
披甲龙龟,Rammus,52,全能龙魂
披甲龙龟,Rammus,53,尊我为王
披甲龙龟,Rammus,54,急急小子
披甲龙龟,Rammus,55,史上最大雪球
披甲龙龟,Rammus,56,心灵净化
披甲龙龟,Rammus,57,霸符兄弟
披甲龙龟,Rammus,58,吸血习性
披甲龙龟,Rammus,59,狂徒豪气
披甲龙龟,Rammus,60,感受燃烧
披甲龙龟,Rammus,61,精怪魔法
披甲龙龟,Rammus,62,巨人杀手
披甲龙龟,Rammus,63,防护面纱
披甲龙龟,Rammus,64,渴血
披甲龙龟,Rammus,65,炼狱导管
披甲龙龟,Rammus,66,杀戮时间到了
披甲龙龟,Rammus,67,火上浇油
披甲龙龟,Rammus,68,炽烈黎明
披甲龙龟,Rammus,69,你摸不到
披甲龙龟,Rammus,70,裁决使
披甲龙龟,Rammus,71,暗影疾奔
披甲龙龟,Rammus,72,更万用的瞄准镜
披甲龙龟,Rammus,73,终极刷新
披甲龙龟,Rammus,74,灵巧
披甲龙龟,Rammus,75,小丑学院
披甲龙龟,Rammus,76,由心及物
披甲龙龟,Rammus,77,退敌力场
披甲龙龟,Rammus,78,终极唤醒
披甲龙龟,Rammus,79,轨道镭射
披甲龙龟,Rammus,80,唯快不破
披甲龙龟,Rammus,81,吵闹鬼
披甲龙龟,Rammus,82,全凭身法
披甲龙龟,Rammus,83,回归基本功
披甲龙龟,Rammus,84,关键暴击
披甲龙龟,Rammus,85,魔法飞弹
披甲龙龟,Rammus,86,任务：海牛阿福的勇士
披甲龙龟,Rammus,87,炼狱龙魂
披甲龙龟,Rammus,88,回力OK镖
披甲龙龟,Rammus,89,罪恶快感
披甲龙龟,Rammus,90,穿针引线
披甲龙龟,Rammus,91,秘术冲拳
披甲龙龟,Rammus,92,闪光弹
披甲龙龟,Rammus,93,快中求稳
披甲龙龟,Rammus,94,珠光护手
披甲龙龟,Rammus,95,不祥契约
披甲龙龟,Rammus,96,冰寒
披甲龙龟,Rammus,97,利刃华尔兹
披甲龙龟,Rammus,98,大地苏醒
披甲龙龟,Rammus,99,灵魂虹吸
披甲龙龟,Rammus,100,踢踏舞
披甲龙龟,Rammus,101,最万用的瞄准镜
披甲龙龟,Rammus,102,物理转魔法
披甲龙龟,Rammus,103,万用瞄准镜
披甲龙龟,Rammus,104,夜狩
披甲龙龟,Rammus,105,闪闪现现
披甲龙龟,Rammus,106,夺金
披甲龙龟,Rammus,107,双刀流
披甲龙龟,Rammus,108,战争交响乐
披甲龙龟,Rammus,109,地狱三头犬
披甲龙龟,Rammus,110,接二连三
披甲龙龟,Rammus,111,刃下生风
披甲龙龟,Rammus,112,溢流
披甲龙龟,Rammus,113,巫师式思考
披甲龙龟,Rammus,114,尤里卡
披甲龙龟,Rammus,115,玻璃大炮
披甲龙龟,Rammus,116,连拨击锤
披甲龙龟,Rammus,117,台风
披甲龙龟,Rammus,118,神射法师
披甲龙龟,Rammus,119,基石法师
披甲龙龟,Rammus,120,超强大脑
披甲龙龟,Rammus,121,有始有终
披甲龙龟,Rammus,122,任务：沃格勒特的巫师帽
披甲龙龟,Rammus,123,点亮他们！
披甲龙龟,Rammus,124,升级：中娅
虚空遁地兽,RekSai,1,魔鬼之舞
虚空遁地兽,RekSai,2,歌利亚巨人
虚空遁地兽,RekSai,3,吸血习性
虚空遁地兽,RekSai,4,质变：棱彩阶
虚空遁地兽,RekSai,5,更万用的瞄准镜
虚空遁地兽,RekSai,6,古式佳酿
虚空遁地兽,RekSai,7,裁决使
虚空遁地兽,RekSai,8,任务：钢化你心
虚空遁地兽,RekSai,9,坦克引擎
虚空遁地兽,RekSai,10,渴血
虚空遁地兽,RekSai,11,狂徒豪气
虚空遁地兽,RekSai,12,缩小射线
虚空遁地兽,RekSai,13,心灵净化
虚空遁地兽,RekSai,14,暗影疾奔
虚空遁地兽,RekSai,15,砍伤
虚空遁地兽,RekSai,16,穿针引线
虚空遁地兽,RekSai,17,残暴之力
虚空遁地兽,RekSai,18,炼狱龙魂
虚空遁地兽,RekSai,19,坚韧
虚空遁地兽,RekSai,20,重量级打击手
虚空遁地兽,RekSai,21,夜狩
虚空遁地兽,RekSai,22,最终形态
虚空遁地兽,RekSai,23,无休回复
虚空遁地兽,RekSai,24,快中求稳
虚空遁地兽,RekSai,25,小丑学院
虚空遁地兽,RekSai,26,灵巧
虚空遁地兽,RekSai,27,星界躯体
虚空遁地兽,RekSai,28,黎明使者的坚决
虚空遁地兽,RekSai,29,尖端发明家
虚空遁地兽,RekSai,30,扇巴掌
虚空遁地兽,RekSai,31,质变：黄金阶
虚空遁地兽,RekSai,32,火上浇油
虚空遁地兽,RekSai,33,循环往复
虚空遁地兽,RekSai,34,地狱三头犬
虚空遁地兽,RekSai,35,作弊：我能回城！
虚空遁地兽,RekSai,36,升级：耀光
虚空遁地兽,RekSai,37,罪恶快感
虚空遁地兽,RekSai,38,战争交响乐
虚空遁地兽,RekSai,39,自我毁灭
虚空遁地兽,RekSai,40,升级：狂妄
虚空遁地兽,RekSai,41,杀戮时间到了
虚空遁地兽,RekSai,42,万用瞄准镜
虚空遁地兽,RekSai,43,慢炖
虚空遁地兽,RekSai,44,旋转至胜
虚空遁地兽,RekSai,45,大地苏醒
虚空遁地兽,RekSai,46,闪电打击
虚空遁地兽,RekSai,47,面包和黄油
